movieId,title,genres,avg_rating,mood_category,mood_input,energy,company,length_pref,language_pref,industry
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,4.12,Dreamy,Chill,Medium,Partner,Short (<90 min),Non-English,Hollywood
44597,Youth of the Beast (Yaju no seishun) (1963),Action|Crime|Mystery,4.0,Thrilled,Happy,High,Friends,Long (>120 min),Any,Hollywood
44613,Take the Lead (2006),Drama,3.75,Dreamy,Sad,Low,Solo,Long (>120 min),English,Hollywood
44633,"Devil and Daniel Johnston, The (2005)",Documentary,4.5,Thoughtful,Sad,Exhausted,Family,Any,English,Hollywood
44657,Mouchette (1967),Drama,3.0,Dreamy,Chill,Low,Family,Long (>120 min),Any,Hollywood
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,3.86,Dreamy,Sad,Low,Partner,Any,English,Hollywood
44694,Volver (2006),Comedy|Drama,3.81,Happy,Happy,Medium,Solo,Short (<90 min),English,Hollywood
44709,Akeelah and the Bee (2006),Drama,3.8,Dreamy,Sad,Medium,Friends,Short (<90 min),Non-English,Hollywood
44719,Brainstorm (2001),Drama,2.5,Dreamy,Sad,Medium,Partner,Any,Any,Hollywood
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller,1.33,Thrilled,Excited,High,Partner,Any,Non-English,Hollywood
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,2.17,Dreamy,Chill,Low,Family,Short (<90 min),Non-English,Hollywood
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,3.88,Dreamy,Chill,Low,Family,Any,Any,Hollywood
44773,"Dead Hate the Living!, The (2000)",Comedy|Horror,3.0,Happy,Neutral,Medium,Solo,Any,English,Hollywood
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,4.5,Happy,Neutral,Medium,Friends,Any,Non-English,Hollywood
44788,This Film Is Not Yet Rated (2006),Documentary,3.5,Thoughtful,Chill,Exhausted,Family,Short (<90 min),Non-English,Hollywood
44828,Slither (2006),Comedy|Horror|Sci-Fi,3.0,Happy,Happy,High,Family,Long (>120 min),Non-English,Hollywood
44840,"Benchwarmers, The (2006)",Comedy,2.77,Happy,Happy,Medium,Friends,Short (<90 min),Non-English,Hollywood
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,2.5,Happy,Happy,High,Family,Short (<90 min),Any,Hollywood
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy,5.0,Happy,Neutral,High,Partner,Short (<90 min),Any,Hollywood
44864,Friends with Money (2006),Comedy|Drama|Romance,3.25,Happy,Happy,Medium,Partner,Short (<90 min),Any,Hollywood
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,4.75,Happy,Neutral,Medium,Friends,Any,Non-English,Hollywood
44929,Candy (2006),Drama|Romance,4.25,Dreamy,Chill,Low,Partner,Short (<90 min),Non-English,Hollywood
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,4.5,Dreamy,Sad,Low,Partner,Short (<90 min),Non-English,Hollywood
44937,"Child, The (L'enfant) (2005)",Crime|Drama,4.0,Dreamy,Chill,Medium,Partner,Short (<90 min),Any,Hollywood
44943,9/11 (2002),Documentary,5.0,Thoughtful,Sad,Exhausted,Solo,Short (<90 min),Any,Hollywood
44972,Scary Movie 4 (2006),Comedy|Horror,2.25,Happy,Neutral,High,Solo,Long (>120 min),Non-English,Hollywood
44974,Hard Candy (2005),Drama|Thriller,3.5,Dreamy,Sad,Medium,Partner,Long (>120 min),Non-English,Hollywood
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical,3.67,Happy,Neutral,High,Partner,Short (<90 min),English,Hollywood
45062,"Sentinel, The (2006)",Crime|Drama|Thriller,2.75,Dreamy,Sad,Low,Partner,Long (>120 min),English,Hollywood
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,2.5,Happy,Neutral,Medium,Friends,Short (<90 min),Any,Hollywood
45081,Silent Hill (2006),Fantasy|Horror|Thriller,2.96,Scared,Neutral,High,Partner,Short (<90 min),Non-English,Hollywood
45106,American Dreamz (2006),Comedy|Drama,3.0,Happy,Neutral,High,Solo,Short (<90 min),English,Hollywood
45175,Kinky Boots (2005),Comedy|Drama,3.75,Happy,Neutral,High,Family,Short (<90 min),Non-English,Hollywood
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,3.0,Happy,Neutral,Medium,Friends,Short (<90 min),Any,Hollywood
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,3.59,Thrilled,Happy,High,Family,Short (<90 min),Any,Hollywood
45208,RV (2006),Adventure|Children|Comedy,2.0,Happy,Happy,High,Friends,Long (>120 min),English,Hollywood
45210,United 93 (2006),Crime|Drama,4.14,Dreamy,Sad,Low,Family,Any,Non-English,Hollywood
45221,Stick It (2006),Comedy,2.58,Happy,Happy,Medium,Family,Long (>120 min),Non-English,Hollywood
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller,1.5,Dreamy,Chill,Low,Family,Short (<90 min),English,Hollywood
45382,Down in the Valley (2005),Drama|Romance,3.25,Dreamy,Sad,Medium,Family,Any,English,Hollywood
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,3.43,Happy,Neutral,Medium,Solo,Any,English,Hollywood
45440,Art School Confidential (2006),Comedy|Drama,3.33,Happy,Neutral,High,Family,Any,English,Hollywood
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,2.88,Thrilled,Excited,High,Friends,Long (>120 min),Any,Hollywood
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,3.12,Dreamy,Chill,Medium,Friends,Long (>120 min),Any,Hollywood
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,3.36,Thrilled,Excited,High,Partner,Any,Non-English,Hollywood
45501,"Break-Up, The (2006)",Comedy|Drama|Romance,2.59,Happy,Happy,High,Family,Any,English,Hollywood
45503,Peaceful Warrior (2006),Drama,5.0,Dreamy,Chill,Low,Friends,Long (>120 min),English,Hollywood
45517,Cars (2006),Animation|Children|Comedy,3.38,Happy,Happy,Medium,Friends,Any,Non-English,Hollywood
45635,"Notorious Bettie Page, The (2005)",Drama,3.0,Dreamy,Sad,Medium,Friends,Any,English,Hollywood
45648,Game 6 (2005),Comedy|Drama,2.5,Happy,Happy,High,Family,Any,Non-English,Hollywood
45658,On a Clear Day (2005),Drama,2.0,Dreamy,Chill,Low,Friends,Short (<90 min),English,Hollywood
45662,"Omen, The (2006)",Horror|Thriller,2.3,Scared,Neutral,High,Partner,Long (>120 min),Non-English,Hollywood
45666,Nacho Libre (2006),Comedy,2.46,Happy,Neutral,Medium,Solo,Any,Any,Hollywood
45668,"Lake House, The (2006)",Drama|Fantasy|Romance,3.1,Dreamy,Chill,Medium,Partner,Any,Any,Hollywood
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,2.98,Happy,Neutral,High,Friends,Short (<90 min),Non-English,Hollywood
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,3.56,Happy,Happy,High,Partner,Long (>120 min),Any,Hollywood
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,3.51,Thrilled,Excited,High,Solo,Any,Any,Hollywood
45726,"You, Me and Dupree (2006)",Comedy,2.17,Happy,Neutral,Medium,Family,Short (<90 min),Non-English,Hollywood
45728,Clerks II (2006),Comedy,3.88,Happy,Neutral,Medium,Friends,Any,Any,Hollywood
45730,Lady in the Water (2006),Drama|Fantasy|Mystery,2.83,Dreamy,Chill,Medium,Friends,Short (<90 min),English,Hollywood
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,1.58,Happy,Neutral,Medium,Friends,Any,English,Hollywood
45880,Marie Antoinette (2006),Drama|Romance,3.19,Dreamy,Sad,Medium,Partner,Short (<90 min),Non-English,Hollywood
45928,Who Killed the Electric Car? (2006),Documentary,3.7,Thoughtful,Neutral,Exhausted,Family,Any,English,Hollywood
45950,"Inconvenient Truth, An (2006)",Documentary,3.58,Thoughtful,Chill,Exhausted,Friends,Long (>120 min),Non-English,Hollywood
45969,Career Opportunities (1991),Comedy|Romance,2.5,Happy,Neutral,Medium,Family,Any,Non-English,Hollywood
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,2.0,Happy,Neutral,High,Friends,Any,Any,Hollywood
46105,I Am a Sex Addict (2005),Comedy|Documentary|Romance,4.5,Happy,Happy,Medium,Solo,Any,Any,Hollywood
46231,Stoned (2005),Drama,2.0,Dreamy,Chill,Low,Solo,Any,Non-English,Hollywood
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,3.12,Thrilled,Happy,Hyper,Friends,Long (>120 min),Any,Hollywood
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller,2.09,Thrilled,Excited,High,Family,Long (>120 min),Non-English,Hollywood
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,2.25,Happy,Neutral,High,Partner,Short (<90 min),Any,Hollywood
46347,Metal: A Headbanger's Journey (2005),Documentary,4.0,Thoughtful,Neutral,Low,Family,Any,Any,Hollywood
46367,"Public Eye, The (1992)",Crime|Thriller,2.0,Scared,Neutral,Hyper,Family,Short (<90 min),Non-English,Hollywood
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,3.08,Thrilled,Happy,Hyper,Friends,Any,Non-English,Hollywood
46559,"Road to Guantanamo, The (2006)",Drama|War,3.5,Dreamy,Sad,Medium,Solo,Long (>120 min),Non-English,Hollywood
46572,Edmond (2005),Drama|Thriller,3.5,Dreamy,Sad,Medium,Solo,Long (>120 min),Any,Hollywood
46574,"OH in Ohio, The (2006)",Comedy,2.5,Happy,Happy,Medium,Family,Short (<90 min),Non-English,Hollywood
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,3.88,Happy,Happy,Medium,Family,Long (>120 min),English,Hollywood
46664,"Fallen Idol, The (1948)",Drama|Mystery|Thriller,2.5,Dreamy,Chill,Low,Friends,Long (>120 min),Any,Hollywood
46723,Babel (2006),Drama|Thriller,3.5,Dreamy,Sad,Medium,Friends,Any,Any,Hollywood
46772,Strangers with Candy (2005),Comedy,2.5,Happy,Happy,Medium,Partner,Long (>120 min),Any,Hollywood
46850,Wordplay (2006),Documentary,4.0,Thoughtful,Neutral,Exhausted,Friends,Short (<90 min),English,Hollywood
46855,Army of Shadows (L'armée des ombres) (1969),Action|Drama|Thriller|War,4.5,Thrilled,Happy,High,Family,Long (>120 min),Any,Hollywood
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Drama,3.5,Dreamy,Chill,Low,Friends,Short (<90 min),Non-English,Hollywood
46865,Little Man (2006),Comedy,1.0,Happy,Neutral,High,Friends,Any,Non-English,Hollywood
46948,Monster House (2006),Animation|Children|Fantasy|Mystery,3.11,Happy,Neutral,Medium,Solo,Any,Any,Hollywood
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,2.64,Happy,Neutral,High,Friends,Any,Non-English,Hollywood
46967,Scoop (2006),Comedy|Fantasy|Mystery,3.38,Happy,Happy,Medium,Family,Any,Any,Hollywood
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,3.25,Happy,Neutral,High,Friends,Long (>120 min),Non-English,Hollywood
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,3.24,Happy,Neutral,Medium,Solo,Any,Any,Hollywood
46974,World Trade Center (2006),Drama,2.67,Dreamy,Sad,Medium,Family,Short (<90 min),English,Hollywood
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,3.69,Happy,Happy,Medium,Family,Long (>120 min),Non-English,Hollywood
47044,Miami Vice (2006),Action|Crime|Drama|Thriller,2.75,Thrilled,Excited,Hyper,Family,Short (<90 min),Non-English,Hollywood
47099,"Pursuit of Happyness, The (2006)",Drama,3.79,Dreamy,Sad,Medium,Partner,Long (>120 min),English,Hollywood
47122,John Tucker Must Die (2006),Comedy|Romance,2.72,Happy,Neutral,Medium,Solo,Long (>120 min),Non-English,Hollywood
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX,3.25,Happy,Neutral,Medium,Solo,Long (>120 min),Any,Hollywood
47200,Crank (2006),Action|Thriller,3.43,Thrilled,Happy,High,Partner,Any,English,Hollywood
47202,"Secret Life of Words, The (2005)",Drama|Romance,4.0,Dreamy,Sad,Medium,Friends,Long (>120 min),Non-English,Hollywood
47254,Chaos (2005),Action|Crime|Drama|Thriller,3.5,Thrilled,Happy,High,Partner,Long (>120 min),English,Hollywood
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller,2.83,Scared,Neutral,Hyper,Solo,Long (>120 min),Any,Hollywood
47382,Step Up (2006),Drama|Romance,3.5,Dreamy,Chill,Medium,Solo,Any,Any,Hollywood
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy,2.5,Happy,Happy,Medium,Family,Long (>120 min),Non-English,Hollywood
47404,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,4.25,Happy,Happy,High,Partner,Any,Non-English,Hollywood
47423,Half Nelson (2006),Drama,4.0,Dreamy,Chill,Low,Solo,Short (<90 min),English,Hollywood
47446,"Moustache, La (2005)",Drama|Mystery|Thriller,3.5,Dreamy,Sad,Low,Solo,Any,English,Hollywood
47465,Tideland (2005),Drama|Fantasy|Thriller,3.0,Dreamy,Sad,Low,Friends,Long (>120 min),English,Hollywood
47491,Adam's Apples (Adams æbler) (2005),Comedy|Drama,4.17,Happy,Happy,High,Family,Long (>120 min),Non-English,Hollywood
47516,Material Girls (2006),Children|Comedy|Drama,2.0,Happy,Neutral,Medium,Partner,Short (<90 min),Non-English,Hollywood
47518,Accepted (2006),Comedy,2.93,Happy,Neutral,High,Partner,Any,Any,Hollywood
47538,Crime Busters (1977),Action|Adventure|Comedy|Crime,2.5,Happy,Happy,High,Friends,Long (>120 min),Non-English,Hollywood
47566,Born to Kill (1947),Crime|Drama|Film-Noir,4.0,Dreamy,Sad,Medium,Partner,Any,Any,Hollywood
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,3.78,Dreamy,Sad,Low,Partner,Short (<90 min),Any,Hollywood
47629,The Queen (2006),Drama,3.73,Dreamy,Sad,Low,Friends,Long (>120 min),English,Hollywood
47640,Beerfest (2006),Comedy,3.5,Happy,Neutral,Medium,Partner,Short (<90 min),Non-English,Hollywood
47644,Invincible (2006),Drama,3.0,Dreamy,Sad,Medium,Friends,Long (>120 min),Non-English,Hollywood
47646,Idlewild (2006),Crime|Drama|Musical,4.0,Happy,Happy,Medium,Partner,Long (>120 min),English,Hollywood
47721,"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy,3.5,Chill,Chill,Exhausted,Family,Long (>120 min),Non-English,Hollywood
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance,3.5,Happy,Happy,Medium,Family,Long (>120 min),Non-English,Hollywood
47736,"Chump at Oxford, A (1940)",Comedy,5.0,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
47774,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy|Fantasy,3.0,Happy,Neutral,Medium,Solo,Long (>120 min),English,Hollywood
47793,"Puffy Chair, The (2006)",Drama|Romance,2.5,Dreamy,Chill,Medium,Friends,Any,Any,Hollywood
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller,1.0,Scared,Excited,Hyper,Family,Short (<90 min),Non-English,Hollywood
47894,"Wind That Shakes the Barley, The (2006)",Drama|War,3.75,Dreamy,Sad,Medium,Solo,Any,Any,Hollywood
47937,Severance (2006),Comedy|Horror|Thriller,3.0,Happy,Happy,High,Solo,Any,English,Hollywood
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,3.2,Dreamy,Sad,Medium,Solo,Long (>120 min),English,Hollywood
47952,"Covenant, The (2006)",Action|Horror|Thriller,3.0,Thrilled,Excited,Hyper,Friends,Any,English,Hollywood
47970,"Last Kiss, The (2006)",Comedy|Drama,3.83,Happy,Happy,High,Solo,Long (>120 min),Non-English,Hollywood
47978,SherryBaby (2006),Drama,2.5,Dreamy,Sad,Low,Partner,Any,English,Hollywood
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,3.72,Happy,Happy,High,Partner,Any,Any,Hollywood
47999,Jesus Camp (2006),Documentary|Drama,4.07,Dreamy,Sad,Medium,Friends,Long (>120 min),Any,Hollywood
48001,"Bow, The (Hwal) (2005)",Drama|Romance,4.0,Dreamy,Sad,Medium,Solo,Short (<90 min),Non-English,Hollywood
48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy|Drama|Romance|War,4.0,Happy,Neutral,High,Solo,Long (>120 min),Any,Hollywood
48043,"Fountain, The (2006)",Drama|Fantasy|Romance,3.5,Dreamy,Sad,Medium,Friends,Short (<90 min),Non-English,Hollywood
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,4.0,Happy,Happy,High,Partner,Any,Any,Hollywood
48082,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance,3.86,Happy,Neutral,Medium,Family,Long (>120 min),English,Hollywood
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,3.25,Dreamy,Chill,Low,Partner,Long (>120 min),English,Hollywood
48150,"Woods, The (2006)",Horror,3.0,Scared,Neutral,Hyper,Friends,Any,Any,Hollywood
48161,Gridiron Gang (2006),Drama,3.0,Dreamy,Sad,Medium,Family,Short (<90 min),Non-English,Hollywood
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama,3.5,Dreamy,Sad,Low,Family,Any,Non-English,Hollywood
48262,"Bridge, The (2006)",Documentary,4.0,Thoughtful,Neutral,Exhausted,Family,Long (>120 min),English,Hollywood
48304,Apocalypto (2006),Adventure|Drama|Thriller,3.61,Thrilled,Excited,Hyper,Solo,Any,English,Hollywood
48319,Flyboys (2006),Action|Adventure|Drama|War,2.0,Thrilled,Happy,Hyper,Friends,Short (<90 min),Any,Hollywood
48322,Jackass Number Two (2006),Comedy|Documentary,3.57,Happy,Happy,High,Friends,Any,Non-English,Hollywood
48326,All the King's Men (2006),Drama,3.0,Dreamy,Chill,Low,Friends,Long (>120 min),Any,Hollywood
48342,Conversations with Other Women (2005),Comedy|Drama|Romance,4.0,Happy,Neutral,Medium,Friends,Any,Any,Hollywood
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,3.35,Happy,Neutral,Medium,Family,Short (<90 min),Non-English,Hollywood
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,3.81,Dreamy,Sad,Low,Solo,Any,Non-English,Hollywood
48412,"Guardian, The (2006)",Action|Adventure|Drama,3.0,Thrilled,Excited,High,Friends,Any,Non-English,Hollywood
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,3.0,Happy,Neutral,Medium,Partner,Long (>120 min),English,Hollywood
48416,School for Scoundrels (2006),Comedy|Crime,2.5,Happy,Neutral,Medium,Partner,Long (>120 min),Any,Hollywood
48516,"Departed, The (2006)",Crime|Drama|Thriller,4.25,Dreamy,Sad,Low,Family,Long (>120 min),Non-English,Hollywood
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,2.5,Scared,Excited,High,Solo,Short (<90 min),Non-English,Hollywood
48520,Employee of the Month (2006),Comedy,2.83,Happy,Neutral,High,Family,Short (<90 min),Any,Hollywood
48560,Running With Scissors (2006),Comedy|Drama,2.5,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
48593,Man of the Year (2006),Comedy|Thriller,2.5,Happy,Happy,Medium,Friends,Short (<90 min),Any,Hollywood
48596,"Marine, The (2006)",Action|Drama|Thriller,2.75,Thrilled,Happy,Hyper,Family,Long (>120 min),Non-English,Hollywood
48598,Infamous (2006),Drama,3.75,Dreamy,Sad,Medium,Partner,Any,Any,Hollywood
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama|Romance,3.5,Dreamy,Chill,Medium,Family,Short (<90 min),Any,Hollywood
48649,Chapayev (1934),Drama|War,4.5,Dreamy,Sad,Low,Partner,Long (>120 min),Any,Hollywood
48678,Feast (2005),Action|Comedy|Horror|Thriller,2.75,Happy,Neutral,High,Solo,Short (<90 min),English,Hollywood
48696,Little Children (2006),Drama|Romance,3.88,Dreamy,Chill,Low,Friends,Long (>120 min),Non-English,Hollywood
48698,Deliver Us from Evil (2006),Documentary,4.5,Thoughtful,Chill,Low,Partner,Long (>120 min),English,Hollywood
48738,"Last King of Scotland, The (2006)",Drama|Thriller,3.98,Dreamy,Chill,Low,Family,Any,English,Hollywood
48741,"U.S. vs. John Lennon, The (2006)",Documentary,4.0,Thoughtful,Chill,Exhausted,Friends,Long (>120 min),Any,Hollywood
48744,Shortbus (2006),Comedy|Drama|Romance,4.0,Happy,Happy,Medium,Solo,Long (>120 min),English,Hollywood
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,3.95,Thrilled,Happy,Hyper,Solo,Long (>120 min),Any,Hollywood
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,4.01,Thrilled,Happy,Hyper,Partner,Short (<90 min),Any,Hollywood
48783,Flags of Our Fathers (2006),Drama|War,3.45,Dreamy,Chill,Low,Friends,Short (<90 min),English,Hollywood
48872,13 Tzameti (2005),Film-Noir|Thriller,4.5,Scared,Neutral,High,Family,Short (<90 min),Non-English,Hollywood
48877,Saw III (2006),Crime|Horror|Thriller,3.05,Scared,Neutral,High,Family,Long (>120 min),Any,Hollywood
48879,Catch a Fire (2006),Drama|Thriller,3.25,Dreamy,Chill,Low,Partner,Long (>120 min),Non-English,Hollywood
48883,Death of a President (2006),Crime|Drama|Mystery|Thriller,3.25,Dreamy,Sad,Medium,Friends,Any,English,Hollywood
48982,Flushed Away (2006),Animation|Comedy,3.5,Happy,Happy,Medium,Solo,Short (<90 min),Non-English,Hollywood
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,3.25,Dreamy,Sad,Medium,Partner,Short (<90 min),English,Hollywood
49013,"Santa Clause 3: The Escape Clause, The (2006)",Comedy|Fantasy,2.75,Happy,Neutral,Medium,Solo,Short (<90 min),Any,Hollywood
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi,2.0,Happy,Neutral,Medium,Friends,Short (<90 min),Non-English,Hollywood
49130,"Good Year, A (2006)",Comedy|Drama|Romance,3.67,Happy,Neutral,Medium,Friends,Any,English,Hollywood
49132,Shut Up & Sing (2006),Documentary,3.0,Thoughtful,Sad,Low,Partner,Long (>120 min),English,Hollywood
49220,For Your Consideration (2006),Comedy,2.38,Happy,Neutral,High,Partner,Short (<90 min),Non-English,Hollywood
49263,Fuck (2005),Comedy|Documentary,3.0,Happy,Neutral,Medium,Solo,Long (>120 min),English,Hollywood
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary|Drama|War,4.0,Dreamy,Sad,Low,Family,Short (<90 min),Non-English,Hollywood
49272,Casino Royale (2006),Action|Adventure|Thriller,3.94,Thrilled,Happy,High,Family,Long (>120 min),Any,Hollywood
49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,2.68,Happy,Happy,High,Friends,Any,Non-English,Hollywood
49276,Let's Go to Prison (2006),Comedy,1.33,Happy,Happy,Medium,Friends,Any,Non-English,Hollywood
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,3.3,Thrilled,Excited,Hyper,Partner,Long (>120 min),Any,Hollywood
49280,Bobby (2006),Drama,3.83,Dreamy,Sad,Low,Solo,Any,English,Hollywood
49284,10 Items or Less (2006),Comedy|Drama|Romance,2.67,Happy,Happy,Medium,Partner,Short (<90 min),Any,Hollywood
49286,"Holiday, The (2006)",Comedy|Romance,3.21,Happy,Neutral,High,Family,Any,Any,Hollywood
49314,Harsh Times (2006),Action|Crime|Drama,3.0,Thrilled,Happy,Hyper,Partner,Long (>120 min),Non-English,Hollywood
49347,Fast Food Nation (2006),Drama,3.83,Dreamy,Sad,Medium,Family,Any,Non-English,Hollywood
49389,The Great Train Robbery (1903),Crime|Western,2.5,Happy,Happy,High,Friends,Any,Non-English,Hollywood
49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,3.44,Happy,Happy,High,Partner,Long (>120 min),Any,Hollywood
49524,"Nativity Story, The (2006)",Drama,3.5,Dreamy,Sad,Low,Friends,Short (<90 min),Any,Hollywood
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,3.76,Thrilled,Happy,Hyper,Family,Short (<90 min),Non-English,Hollywood
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy,3.33,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
49649,Eragon (2006),Action|Adventure|Fantasy,2.33,Thrilled,Excited,High,Friends,Short (<90 min),Non-English,Hollywood
49651,Rocky Balboa (2006),Action|Drama,3.32,Thrilled,Excited,High,Friends,Any,Any,Hollywood
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama|Fantasy|Romance,3.0,Dreamy,Sad,Low,Family,Any,English,Hollywood
49688,"Dam Busters, The (1955)",Action|Drama|War,4.0,Thrilled,Happy,High,Solo,Any,Non-English,Hollywood
49735,Another Gay Movie (2006),Comedy,3.5,Happy,Neutral,High,Family,Any,Non-English,Hollywood
49772,"Painted Veil, The (2006)",Drama|Romance,4.0,Dreamy,Sad,Low,Solo,Short (<90 min),English,Hollywood
49793,We Are Marshall (2006),Drama,3.75,Dreamy,Chill,Medium,Family,Long (>120 min),English,Hollywood
49822,"Good Shepherd, The (2006)",Drama|Thriller,3.14,Dreamy,Chill,Medium,Friends,Short (<90 min),Non-English,Hollywood
49824,Dreamgirls (2006),Drama|Musical,3.1,Happy,Neutral,High,Solo,Long (>120 min),English,Hollywood
49910,Freedom Writers (2007),Drama,3.75,Dreamy,Sad,Medium,Solo,Short (<90 min),English,Hollywood
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary,4.0,Thoughtful,Neutral,Low,Solo,Long (>120 min),Non-English,Hollywood
49932,Inland Empire (2006),Drama|Mystery|Thriller,3.67,Dreamy,Chill,Medium,Family,Any,English,Hollywood
49957,"History Boys, The (2006)",Comedy|Drama,3.0,Happy,Neutral,High,Family,Short (<90 min),English,Hollywood
49961,Notes on a Scandal (2006),Drama,3.75,Dreamy,Chill,Low,Friends,Long (>120 min),English,Hollywood
50003,DOA: Dead or Alive (2006),Action|Adventure,2.0,Thrilled,Happy,High,Friends,Short (<90 min),Any,Hollywood
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama,2.5,Thrilled,Excited,High,Solo,Any,Any,Hollywood
50064,"Good German, The (2006)",Drama|Mystery|Thriller,3.0,Dreamy,Chill,Low,Partner,Short (<90 min),Non-English,Hollywood
50068,Letters from Iwo Jima (2006),Drama|War,3.71,Dreamy,Chill,Medium,Friends,Long (>120 min),English,Hollywood
50147,Black Christmas (2006),Action|Horror|Thriller,2.0,Thrilled,Excited,High,Friends,Short (<90 min),English,Hollywood
50158,Stomp the Yard (2007),Drama|Musical,2.5,Happy,Happy,Medium,Solo,Any,Non-English,Hollywood
50160,Miss Potter (2006),Drama,3.75,Dreamy,Chill,Medium,Friends,Short (<90 min),Non-English,Hollywood
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance,1.17,Happy,Neutral,Medium,Partner,Any,English,Hollywood
50274,Venus (2006),Drama|Romance,3.5,Dreamy,Sad,Medium,Friends,Short (<90 min),Any,Hollywood
